cell_id,model,benchmark,task_id,replicate_id,unit_id,observation_class,method,operator,deployment_mode,estimand,success,outcome_source,observations,scheduled_actions,action_rate,acted_on_task,applied_interventions,task_tokens,observer_tokens,total_tokens,latency_ms,actual_cost_usd,reported_cost_usd,estimated_cost_usd,upper_bound_cost_usd,failed_retry_attempts
ec46a33eac96dacab595b882,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-772::t7,0,extracted-gsm8k-test-772::t7/r0,baseline,context_use,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3418,0,3418,24318,0.001792,0.0,0.001792,0.0,0
20139f64c6418534c10c8fdb,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-770::t7,0,extracted-gsm8k-test-770::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3252,0,3252,16816,0.001381,0.0,0.001381,0.0,0
770556174f7fb638127018cf,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-845::t7,0,extracted-gsm8k-test-845::t7/r0,baseline,turn_clock,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3325,0,3325,17266,0.00171,0.0,0.00171,0.0,0
23d769cfe0ce5c2cb570d188,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-900::t7,0,extracted-gsm8k-test-900::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,5330,4701,10031,27092,0.003694,0.0,0.003694,0.0,0
b25c63d5c86118a8695865f8,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-976::t7,0,extracted-gsm8k-test-976::t7/r0,baseline,turn_clock,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3480,0,3480,16995,0.001673,0.0,0.001673,0.0,0
fa9750a7cf49f091909a6409,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-883::t7,0,extracted-gsm8k-test-883::t7/r0,baseline,turn_clock,lossy_compaction,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4538,0,4538,28184,0.002928,0.0,0.002928,0.0,0
a05e388285817d49b6d3bce6,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-918::t7,0,extracted-gsm8k-test-918::t7/r0,baseline,context_use,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3188,0,3188,13502,0.001454,0.0,0.001454,0.0,0
aa0036ba3f2ef5f1884f1008,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-989::t7,0,extracted-gsm8k-test-989::t7/r0,baseline,turn_clock,lossy_compaction,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,5534,0,5534,30648,0.003511,0.0,0.003511,0.0,0
7c194e3212b8e818cce2113e,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1145::t7,0,extracted-gsm8k-test-1145::t7/r0,baseline,context_use,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4222,0,4222,18026,0.002218,0.0,0.002218,0.0,0
5788b6240477b002f0db36ad,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1134::t7,0,extracted-gsm8k-test-1134::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5441,4818,10259,29804,0.003603,0.0,0.003603,0.0,0
6e2f5342cc228247884ec2a6,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-919::t7,0,extracted-gsm8k-test-919::t7/r0,passive-behavioral,frozen_probe:recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3683,0,3683,14583,0.001657,0.0,0.001657,0.0,0
17a038c4360246db225f6816,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1019::t7,0,extracted-gsm8k-test-1019::t7/r0,baseline,context_use,public_state_reground,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4971,0,4971,22904,0.00295,0.0,0.00295,0.0,0
ccf7ac5dcc5ec26e6207b802,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-957::t7,0,extracted-gsm8k-test-957::t7/r0,active,active_recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,7062,5068,12130,40277,0.005062,0.0,0.005062,0.0,0
820d1cc97deee1e675cf8dee,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-810::t7,0,extracted-gsm8k-test-810::t7/r0,passive-behavioral,frozen_probe:recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5173,0,5173,26312,0.003123,0.0,0.003123,0.0,0
e78ec01c1b8db52bb1bcda19,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-926::t7,0,extracted-gsm8k-test-926::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4283,0,4283,22398,0.002568,0.0,0.002568,0.0,0
53b46d299f66a7865534101c,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-856::t7,0,extracted-gsm8k-test-856::t7/r0,baseline,context_use,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3376,0,3376,15381,0.001535,0.0,0.001535,0.0,0
beba5a35e9ca0f271fdaf0d9,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-885::t7,0,extracted-gsm8k-test-885::t7/r0,passive-behavioral,frozen_probe:recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4739,0,4739,18948,0.002162,0.0,0.002162,0.0,0
b6099153ad55bc259adf73d4,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-836::t7,0,extracted-gsm8k-test-836::t7/r0,baseline,turn_clock,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,2848,0,2848,12792,0.001402,0.0,0.001402,0.0,0
0e705c0b7fd11869daf86c40,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-814::t7,0,extracted-gsm8k-test-814::t7/r0,baseline,context_use,none,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4550,0,4550,26623,0.002909,0.0,0.002909,0.0,0
ed42905859ef5d7240788f39,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-905::t7,0,extracted-gsm8k-test-905::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5326,4912,10238,32854,0.00357,0.0,0.00357,0.0,0
8783def4f97bf959ebd0ff67,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-895::t7,0,extracted-gsm8k-test-895::t7/r0,passive-behavioral,frozen_probe:recompute,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4529,0,4529,16212,0.002153,0.0,0.002153,0.0,0
c8b50b8ab574ca58fe43398f,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-967::t7,0,extracted-gsm8k-test-967::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,6240,5467,11707,37848,0.003583,0.0,0.003583,0.0,0
5302fa04c537698288cadb03,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-916::t7,0,extracted-gsm8k-test-916::t7/r0,baseline,turn_clock,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3509,0,3509,18439,0.001833,0.0,0.001833,0.0,0
17713894896a8554abff6ff1,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-907::t7,0,extracted-gsm8k-test-907::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,5294,4772,10066,35612,0.003511,0.0,0.003511,0.0,0
62690fd511ce57f66eb23c1c,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-861::t7,0,extracted-gsm8k-test-861::t7/r0,baseline,context_use,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4273,0,4273,17903,0.002015,0.0,0.002015,0.0,0
0897498ffbe130b2b6ab7e4c,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-797::t7,0,extracted-gsm8k-test-797::t7/r0,active,active_recompute,public_state_reground,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4649,4193,8842,28799,0.003313,0.0,0.003313,0.0,0
d4cacca15ca5595da236ec33,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1147::t7,0,extracted-gsm8k-test-1147::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,6468,5487,11955,33025,0.00377,0.0,0.00377,0.0,0
ea3caecf92145de89bd44912,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-991::t7,0,extracted-gsm8k-test-991::t7/r0,baseline,context_use,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4529,0,4529,24623,0.002727,0.0,0.002727,0.0,0
56aa9986652372f70362e977,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-920::t7,0,extracted-gsm8k-test-920::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5820,0,5820,23754,0.00291,0.0,0.00291,0.0,0
c75acc193027e5ce8dfce405,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-966::t7,0,extracted-gsm8k-test-966::t7/r0,active,active_recompute,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5183,4516,9699,25114,0.003582,0.0,0.003582,0.0,0
d02ea88c5bd4eb3b2d754acf,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1125::t7,0,extracted-gsm8k-test-1125::t7/r0,passive-behavioral,frozen_probe:recompute,none,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4232,0,4232,17129,0.00212,0.0,0.00212,0.0,0
afa1f6c7f87bce8f9aeab922,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-893::t7,0,extracted-gsm8k-test-893::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4585,0,4585,26798,0.00286,0.0,0.00286,0.0,0
86fd3a6fe5e3a357489d527f,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-982::t7,0,extracted-gsm8k-test-982::t7/r0,passive-behavioral,frozen_probe:recompute,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3105,0,3105,14384,0.001547,0.0,0.001547,0.0,0
6af546de5e3c084e833e44a1,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-806::t7,0,extracted-gsm8k-test-806::t7/r0,active,active_recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5384,4453,9837,46206,0.003865,0.0,0.003865,0.0,0
bb985f653d7ebd02d5311318,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-832::t7,0,extracted-gsm8k-test-832::t7/r0,baseline,turn_clock,lossy_compaction,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,3955,0,3955,17475,0.001935,0.0,0.001935,0.0,0
1963106e2c1d6176c6d7c93b,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-807::t7,0,extracted-gsm8k-test-807::t7/r0,passive-behavioral,frozen_probe:recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4680,0,4680,21237,0.002406,0.0,0.002406,0.0,0
34bb834dc01399315fb271e5,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1120::t7,0,extracted-gsm8k-test-1120::t7/r0,baseline,context_use,public_state_reground,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4380,0,4380,23306,0.002322,0.0,0.002322,0.0,0
c0f111e45f026f15b98b5881,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-955::t7,0,extracted-gsm8k-test-955::t7/r0,passive-behavioral,frozen_probe:recompute,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4923,0,4923,18805,0.002564,0.0,0.002564,0.0,0
6482359a604aa3aac5b637b0,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1123::t7,0,extracted-gsm8k-test-1123::t7/r0,active,active_recompute,none,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,5826,4317,10143,37646,0.004513,0.0,0.004513,0.0,0
463e9944dbbc2ad6f388bdcd,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-979::t7,0,extracted-gsm8k-test-979::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3664,0,3664,19825,0.001748,0.0,0.001748,0.0,0
640dfcf69ce5f85cef578c34,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-772::t7,0,extracted-gsm8k-test-772::t7/r0,baseline,context_use,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4145,0,4145,17052,0.002052,0.0,0.002052,0.0,0
0459a0e4b116ff0c4242003e,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-770::t7,0,extracted-gsm8k-test-770::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5080,4665,9745,27499,0.003352,0.0,0.003352,0.0,0
aa9c0c76b92a26151815518c,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-845::t7,0,extracted-gsm8k-test-845::t7/r0,active,active_recompute,public_state_reground,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,5017,4203,9220,30519,0.00365,0.0,0.00365,0.0,0
95e51fb08974e9ae688dfd04,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-900::t7,0,extracted-gsm8k-test-900::t7/r0,active,active_recompute,none,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4534,4123,8657,26071,0.003492,0.0,0.003492,0.0,0
f8d00464bd1512031e41d968,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-976::t7,0,extracted-gsm8k-test-976::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5145,4552,9697,29896,0.003526,0.0,0.003526,0.0,0
e0f3eebe5839c20070585502,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-883::t7,0,extracted-gsm8k-test-883::t7/r0,active,active_recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,6115,4208,10323,46066,0.004886,0.0,0.004886,0.0,0
63991d5fc529f2a58071f953,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-918::t7,0,extracted-gsm8k-test-918::t7/r0,baseline,context_use,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,2969,0,2969,13930,0.001375,0.0,0.001375,0.0,0
2b5bb13efe4c84b40cc149fb,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-989::t7,0,extracted-gsm8k-test-989::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5160,0,5160,26332,0.003139,0.0,0.003139,0.0,0
1399e39f277e2f6bc40b8aca,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1145::t7,0,extracted-gsm8k-test-1145::t7/r0,passive-behavioral,frozen_probe:recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4381,0,4381,19553,0.002448,0.0,0.002448,0.0,0
ff8536378fd5b1390f584506,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1134::t7,0,extracted-gsm8k-test-1134::t7/r0,baseline,context_use,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3238,0,3238,14143,0.00162,0.0,0.00162,0.0,0
2df1e187ffa2bab7bd912311,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-919::t7,0,extracted-gsm8k-test-919::t7/r0,active,active_recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5016,4423,9439,38296,0.003517,0.0,0.003517,0.0,0
2cd4d496429fb6b058448d51,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-1019::t7,0,extracted-gsm8k-test-1019::t7/r0,baseline,turn_clock,public_state_reground,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,4256,0,4256,16081,0.002072,0.0,0.002072,0.0,0
e7601b7924c4507435aa01f9,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-957::t7,0,extracted-gsm8k-test-957::t7/r0,baseline,turn_clock,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5537,0,5537,26478,0.003198,0.0,0.003198,0.0,0
db638e6711423aecd2d1f018,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-810::t7,0,extracted-gsm8k-test-810::t7/r0,active,active_recompute,lossy_compaction,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,6564,5352,11916,34939,0.004093,0.0,0.004093,0.0,0
b505ad633c47ac62a2e11d93,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-926::t7,0,extracted-gsm8k-test-926::t7/r0,active,active_recompute,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,5526,3906,9432,87551,0.004545,0.0,0.004545,0.0,0
0df515eb517f2a10d82c97b1,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-856::t7,0,extracted-gsm8k-test-856::t7/r0,passive-behavioral,frozen_probe:recompute,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,3359,0,3359,24283,0.001571,0.0,0.001571,0.0,0
7166a406756bc606bcfcf84a,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-885::t7,0,extracted-gsm8k-test-885::t7/r0,baseline,context_use,public_state_reground,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4949,0,4949,20016,0.00234,0.0,0.00234,0.0,0
30c3b3b3f8eea5225d96e972,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-836::t7,0,extracted-gsm8k-test-836::t7/r0,active,active_recompute,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,4410,3974,8384,30929,0.00326,0.0,0.00326,0.0,0
b765c6b04e545019048639c4,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-814::t7,0,extracted-gsm8k-test-814::t7/r0,baseline,turn_clock,lossy_compaction,two_pass_frozen,yoked_anchor,False,canonical_regrade,6,1,0.16666666666666666,1,1,5258,0,5258,29385,0.003131,0.0,0.003131,0.0,0
cba3018d02bc17ea9b7da171,gpt-5.6-luna,evolving_intent_gsm8k,extracted-gsm8k-test-905::t7,0,extracted-gsm8k-test-905::t7/r0,baseline,turn_clock,none,two_pass_frozen,yoked_anchor,True,canonical_regrade,6,1,0.16666666666666666,1,1,2901,0,2901,21816,0.001396,0.0,0.001396,0.0,0
