run_id,benchmark,model,task_id,condition,replicate_id,method,observation_class,provider_backed,receipt_source,provider,observer_model,cost_quality,checkpoint_count,provider_call_count,input_tokens,output_tokens,total_tokens,cached_input_tokens,reasoning_tokens,latency_ms,cost_micro_usd,cost_usd
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_43,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,3,3,1691,365,2056,0,164,13296,15755,0.015755
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_43,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_43,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_43,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,2,2,798,218,1016,0,192,4307,462,0.000462
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,767,225,992,0,199,4279,463,0.000463
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,768,133,901,0,102,3254,353,0.000353
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,889,313,1202,0,249,4767,599,0.000599
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,2,2,1358,282,1640,0,123,7376,12430,0.012430
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_44,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,1,1,239,113,352,0,100,2075,196,0.000196
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,1,1,200,127,327,0,114,2278,203,0.000203
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,1,1,199,57,256,0,43,1638,119,0.000119
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,1,1,261,135,396,0,100,2639,228,0.000228
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,1,1,378,115,493,0,50,2713,4190,0.004190
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,1,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,1,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_45,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,1,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_46,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,2,2,580,157,737,0,131,11558,335,0.000335
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,497,202,699,0,176,4894,367,0.000367
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,499,115,614,0,83,4077,264,0.000264
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,620,267,887,0,209,4875,476,0.000476
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,2,2,950,192,1142,0,79,5411,8590,0.008590
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_47,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,2,2,1052,185,1237,0,159,4925,486,0.000486
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,1127,168,1295,0,142,3507,484,0.000484
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,1126,118,1244,0,88,3276,424,0.000424
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,2,2,1249,311,1560,0,243,4846,687,0.000687
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,2,2,2036,326,2362,0,211,9196,16700,0.016700
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_48,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,2,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,3,3,1645,265,1910,0,226,5389,731,0.000731
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1512,317,1829,0,278,6852,760,0.000760
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1508,162,1670,0,121,5719,573,0.000573
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1695,580,2275,0,477,9717,1122,0.001122
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,3,3,2678,549,3227,0,203,12145,24370,0.024370
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_49,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_50,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,0,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,3,3,1755,299,2054,0,260,6054,799,0.000799
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1329,323,1652,0,284,5262,722,0.000722
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1328,185,1513,0,141,4350,556,0.000556
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1512,519,2031,0,372,7895,1002,0.001002
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,3,3,2263,413,2676,0,212,12079,19575,0.019575
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_51,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,3,3,2264,386,2650,0,347,8414,1030,0.001030
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1779,384,2163,0,345,7808,907,0.000907
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1781,162,1943,0,115,4996,642,0.000642
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1964,519,2483,0,372,8940,1116,0.001116
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,3,3,3001,402,3403,0,227,11887,23045,0.023045
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_52,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,active_recompute,active_carry,True,carried active trajectory,openai,gpt-5.6-luna,estimated,3,3,1707,292,1999,0,253,8135,779,0.000779
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,frozen_probe:recompute,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1459,336,1795,0,297,7141,769,0.000769
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,frozen_probe:current_copy,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1457,141,1598,0,98,4777,535,0.000535
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,frozen_quiz,passive_zero_carry,True,clean shadow,openai,gpt-5.6-luna,estimated,3,3,1643,577,2220,0,449,9809,1105,0.001105
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,trace_judge,passive_zero_carry,True,clean shadow,openai,gpt-5.6-sol,estimated,3,3,2567,304,2871,0,148,8705,18915,0.018915
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,trace_rules,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,turn_clock,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
e12-confirmatory-bfcl-core-v3,bfcl_multi_turn,gpt-5.6-luna,multi_turn_base_53,official_native_tools,0,context_use,passive_zero_carry,False,deterministic clean-shadow computation,,,,3,0,0,0,0,0,0,0,0,0.000000
